"property","title","description"
"dcmStorageVerificationFetchSize","Storage Verification Fetch Size","Maximal number of Series scheduled for Storage Verification fetched by one query."
"dcmUpdateLocationStatusOnRetrieve","Update Location Status on Retrieve","Indicates if the Status of the Location DB record shall be updated for objects failed to get fetched from storage on retrieve to MISSING_OBJECT or FAILED_TO_FETCH_OBJECT. May be overwritten by configured values for particular Archive Network AEs."
"dcmStorageVerificationOnRetrieve","Storage Verification on Retrieve","Indicates if failures to fetch an object from Storage on retrieve shall trigger a Storage Verification of the whole Series. May be overwritten by configured values for particular Archive Network AEs."
"dcmCompressionAETitle","Compression AE Title","Archive AE Title used for delayed Compression."
"dcmCompressionPollingInterval","Compression Polling Interval","Polling Interval for Series to be compressed in ISO-8601 duration format PnDTnHnMnS."
"dcmCompressionThreads","Compression Threads","Number of Threads used for Compression."
"dcmCompressionSchedule","Compression Schedule","Limits compression to specified times in format 'hour=[0-23] dayOfWeek=[0-6]' (0=Sunday)"
"dcmCompressionFetchSize","Compression Fetch Size","Maximal number of Series fetched for compression by one query."
"dcmDiffTaskProgressUpdateInterval","Diff Task Progress Update Interval","Interval of updating Diff Tasks in process for progress monitoring; disabled if absent."
"dcmPatientVerificationPDQServiceID","Patient Verification PDQ Service ID","ID of PDQ Service used for Verification of Patient Demographic. If absent, no Patient Verification will be performed."
"dcmPatientVerificationPollingInterval","Patient Verification Polling Interval","Patient Verification Polling Interval. If absent, no Patient Verification will be performed."
"dcmPatientVerificationFetchSize","Patient Verification Fetch Size","Maximal number of Patients fetched for Patient Verification in one query."
"dcmPatientVerificationAdjustIssuerOfPatientID","Patient Verification Adjust Issuer of Patient ID","Indicates if the Issuer Of Patient ID shall be adjusted to the value returned by the PDQ Service."
"dcmPatientVerificationPeriod","Patient Verification Period","Period in which Patient Demographic will be verified. If absent, Patient Verification will not be renewed for Patients verified in the past."
"dcmPatientVerificationPeriodOnNotFound","Patient Verification Period Not Found","Period in which Patient Demographic will be retried for Patients which were not found by the configured PDQ Service on last attempt. If absent, Patient Verification will not be retried for Patients not found in the past."
"dcmPatientVerificationRetryInterval","Patient Verification Retry Interval","Patient Verification Retry Interval in which failed attempts to verify Patient Demographics against the PDQ Service configured by Patient Verification PDQ Service ID will be retried until the maximal number of retries specified by Patient Verification Max Retries is reached. If absent, failed Patient Verification attempts will not be retried."
"dcmPatientVerificationMaxRetries","Patient Verification Maximum Number of Retries","Maximum number of retries to verify Patient Demographics against the PDQ Service configured by dcmPatientVerificationPDQServiceID. Only effective if Patient Verification Retry Interval is specified. -1 = forever."
"dcmPatientVerificationMaxStaleness","Patient Verification Maximum Staleness","Indicates to renew the verification of Patient Demographics on receive of objects for a patient, if previous verification is longer ago as the specified Interval. If absent, Patient Verification on receive of objects is disabled."
"hl7ADTSendingApplication","HL7 ADT Sending Application","Application|Facility name of Sending Application for HL7 ADT messages to synchronize external systems about performed Patient Information updates. If absent, synchronization of external systems by HL7 ADT messages is disabled."
"hl7ADTReceivingApplication","HL7 ADT Receiving Application","Application|Facility name of Receiving Application for HL7 ADT messages to synchronize external systems about performed Patient Information updates. If absent, synchronization of external systems by HL7 ADT messages is disabled."
"hl7PSUSendingApplication","HL7 Procedure Status Update Sending Application","Application|Facility name of Sending Application for HL7 Procedure Status Update. HL7 Procedure Status Update disabled, if absent. May be overwritten by configured values for particular Archive Network AEs."
"hl7PSUReceivingApplication","HL7 Procedure Status Update Receiving Application","Application|Facility name of Receiving Application for HL7 Procedure Status Update. May be overwritten by configured values for particular Archive Network AEs."
"hl7PSUDelay","HL7 Procedure Status Update Delay","Delay in ISO-8601 duration format PnDTnHnMnS after which an HL7 Procedure Status Update for a received study is sent to configured HL7 receivers. If absent, HL7 Procedure Status Update is triggered by received MPPS. May be overwritten by configured values for particular Archive Network AEs."
"hl7PSUConditions","HL7 Procedure Status Update Attribute Conditions","Restrict notification of configured HL7 Procedure Status Update Receiving Applications about Procedure Status Update by conditions on attributes of received composite object in format (SendingHostname|SendingApplicationEntityTitle|ReceivingHostname|ReceivingApplicationEntityTitle|{attributeID})[!]={regEx}. May be overwritten by configured values for particular Archive Network AEs."
"hl7PSUForRequestedProcedure","HL7 Procedure Status Update for Requested Procedure","Restrict notification of configured HL7 Procedure Status Update Receiving Applications about Procedure Status Update to existence of Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching Study Instance UID. May be overwritten by configured value for particular Archive Network AEs."
"hl7PSURequestedProcedureID","HL7 Procedure Status Update Requested Procedure ID","Value for Requested Procedure ID in notification message, if there are no Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching Study Instance UID. {<attributeID>} will be replaced by the value of attribute in the received study. May be overwritten by configured value for particular Archive Network AEs."
"hl7PSUAccessionNumber","HL7 Procedure Status Accession Number","Value for Accession Number in notification message, if there are no Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching Study Instance UID. {<attributeID>} will be replaced by the value of attribute in the received study. May be overwritten by configured value for particular Archive Network AEs."
"hl7PSUFillerOrderNumber","HL7 Procedure Status Filler Order Number","Value for Filler Order Number in notification message, if there are no Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching Study Instance UID. {<attributeID>} will be replaced by the value of attribute in the received study. May be overwritten by configured value for particular Archive Network AEs."
"hl7PSUPlacerOrderNumber","HL7 Procedure Status Placer Order Number","Value for Placer Order Number in notification message, if there are no Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching Study Instance UID. {<attributeID>} will be replaced by the value of attribute in the received study. May be overwritten by configured value for particular Archive Network AEs."
"hl7PSUMessageType","HL7 Procedure Status Message Type","Message Type of HL7 Procedure Status Update message. May be overwritten by configured values for particular Archive Network AEs."
"hl7PSUPIDPV1","HL7 Procedure Status Update PID PV1","Indicates to include a Patient Identification (PID) and a Patient Visit (PV1) segment in the HL7 Procedure Status Update message. Implicitly set, if HL7 Procedure Status Message Type = ORU_R01. May be overwritten by configured values for particular Archive Network AEs."
"hl7PSUMWL","HL7 Procedure Status Update MWL","Specifies if the Status of MWL Items in the DB is updated to COMPLETED for a received study after the configured HL7 Procedure Status Update Delay or for received MPPS after configured HL7 Procedure Status Update Timeout. Implicitly set to true, if notification of HL7 receivers is configured. May be overwritten by configured values for particular Archive Network AEs."
"hl7PSUTimeout","HL7 Procedure Status Update Timeout","Timeout in ISO-8601 duration format PnDTnHnMnS for waiting on receive of instances referenced in MPPS; check for completeness forever if absent. May be overwritten by configured values for particular Archive Network AEs."
"hl7PSUOnTimeout","HL7 Procedure Status Update On Timeout","Specifies if the HL7 Procedure Status Update is sent if the timeout for waiting on receive of instances referenced is exceeded. May be overwritten by configured values for particular Archive Network AEs."
"hl7PSUTaskPollingInterval","HL7 Procedure Status Update Task Polling Interval","Polling Interval for HL7 Procedure Status Update Tasks in ISO-8601 duration format PnDTnHnMnS. Disabled, if absent."
"hl7PSUTaskFetchSize","HL7 Procedure Status Update Tasks Fetch Size","Maximal number of HL7 Procedure Status Update Tasks fetched in one query."
"hl7TrackChangedPatientID","HL7 Track Changed Patient ID","Enable to keep track of the prior Patient ID on a change of the Patient ID by HL7 ADT^A47 or by the RESTful Patient Update Service."
"dcmAuditSoftwareConfigurationVerbose","Audit Software Configuration Verbose","Specifies if Child Objects and Attributes of created Objects should be included in Software Configuration Audit Message."
"hl7UseNullValue","Use HL7 Null Value","Specifies if HL7 v2 null values (specified in segment field as |""""|) are used in sent HL7 messages for not present or empty entity attributes. Required to unset entity attributes at the remote HL7 Application. May be overwritten by configured values for particular Archive HL7 Application."
"hl7VeterinaryUsePatientName","HL7 Veterinary use Patient Name","Indicates to force veterinary use of Patient Names on mapping HL7 PID fields to DICOM attributes: only use the first two components of PID.5 as DICOM Patient Name; if PID.5 only contains one component, use that value as given name, and the first component of PID.9 as family name of the DICOM Patient Name. May be overwritten by configured values for particular Archive HL7 Application."
"hl7OrderMissingStudyIUIDPolicy","HL7 Order Missing Study Instance UID Policy","Specifies policy for missing Study Instance UID in incoming HL7 Order messages. May be overwritten by configured values for particular Archive HL7 Application."
"hl7ImportReportMissingStudyIUIDPolicy","HL7 Import Report Missing Study Instance UID Policy","Specifies policy for missing Study Instance UID in incoming HL7 Import Report (ORU) messages. May be overwritten by configured values for particular Archive HL7 Application."","
"hl7ReferredMergedPatientPolicy","HL7 Referred Merged Patient Policy","Specifies policy on incoming HL7 messages referring an already merged Patient. REJECT: reject any such HL7 message, IGNORE: ignore any such HL7 message, IGNORE_DUPLICATE_MERGE: Ignore only duplicate HL7 Merge messages, Reject any other such Message. May be overwritten by configured values for particular Archive HL7 Application."
"hl7DicomCharacterSet","HL7 Dicom Character Set","Indicates to use specified Value of Specific Character Set (0008,0005) in Data Sets transcoded from received HL7 messages. Use Value corresponding to Character Set of the HL7 message specified by MSH-18 if absent."
"dcmRejectionNoteStorageAET","Rejection Note Storage AE title","Title of Archive Application Entity, of which first configured Object Storage will be used for storing Rejection Notes generated either by IOCM-RS services or by Delete Expired Studies Scheduler. If absent, for IOCM services the Object Storage configured for Archive AE referred in the IOCM-RS request will be used, or for Delete Expired Studies Scheduler the Object Storage configured for Reject Expired Studies AE will be used."
"dcmUIConfigurationDeviceName","UI Configuration Device Name","Specifies the device name containing the Archive UI Configuration."
"dcmCSVUploadChunkSize","CSV Upload Chunk Size","Number of CSV file upload tasks to be processed in one transaction."
"dcmValidateUID","Validate UID","Indicates if UIDs shall be validated or not."
"dcmRelationalQueryNegotiationLenient","Relational Query Negotiation Lenient","Indicates to accept C-FIND RQs without unique keys for levels above the query level also if support for relational-queries was not negotiated. May be overwritten by configured value for particular Archive Network AEs."
"dcmRelationalRetrieveNegotiationLenient","Relational Retrieve Negotiation Lenient","Indicates to accept C-MOVE and C-GET RQs without unique keys for levels above the query level also if support for relational-queries was not negotiated. May be overwritten by configured value for particular Archive Network AEs."
"dcmRestrictRetrieveSilently","Restrict Retrieve Silently","Indicates if the set of requested objects to retrieve shall be silently (=without counting not transferred object as failures) restricted according the Transfer Capabilities of the Retrieve Destination. Otherwise the number of requested objects for which no Transfer Capability is configured for the Retrieve Destination and therefore are not retrieved is counted as failures. Only effective, if the Retrieve Destination has configured at least one Transfer Capability with SCP role. May be overwritten by configured value for particular Archive Network AEs."
"dcmSchedulerMinStartDelay","Scheduler Minimum Start Delay","Minimal delay in s to start schedulers on system start up."
"dcmRejectConflictingPatientAttribute","Reject Conflicting Patient Attribute","DICOM Tag of Patient Attribute which have to match in received objects with the value in previous received objects with equal Patient ID to be accepted. May be overwritten by configured value for particular Archive Network AEs."
"dcmStowRetiredTransferSyntax","STOW Retired Transfer Syntax","Store received JPEG Full Progression, Non-Hierarchical JPEG images in DICOM images with corresponding (retired) Transfer Syntax UID 1.2.840.10008.1.2.4.55. Otherwise set 1.2.840.10008.1.2.4.50 (= JPEG Baseline) or 1.2.840.10008.1.2.4.51 (= JPEG Extended) as Transfer Syntax UID of the stored DICOM image, without transcoding to JPEG Baseline or JPEG Extended, but including the JPEG image as received. May be overwritten by configured value for particular Archive Network AEs."
"dcmStowExcludeAPPMarkers","STOW Exclude Application Markers","Indicates if APP markers in JPEG images received in STOW-RS Metadata and Bulkdata requests shall be excluded from the JPEG bit streams encapsulated in created DICOM instances. May be overwritten by configured value for particular Archive Network AEs."
"dcmStowQuicktime2MP4","STOW Quicktime to MP4","Indicates if QuickTime containers received in STOW-RS Metadata and Bulkdata requests shall be converted to MP4 containers encapsulated in created DICOM instances. The conversion requires that ffmpeg is installed and the ffmpeg CLI utility is available in the PATH. Otherwise Quicktime containers will get encapsulated in the stored DICOM object verbatim, with a declared DICOM MPEG-4 Transfer Syntax which reflects the encoding of the video stream in the container, but contradicts the actual container format. May be overwritten by configured value for particular Archive Network AEs."
"dcmFallbackCMoveSCPCallingAET","Fallback C-Move SCP Calling AE title","Calling AE Title used in A-ASSOCIATE-RQ to configured Fallback C-MOVE SCP. If absent, the AE Title of the external C-MOVE SCU is used. May be overwritten by configured value for particular Archive Network AEs."
"dcmAttributeFilter","Attribute Filter","Specifies Attributes stored in the database"
"dcmAttributeSet","Attribute Set","Named Attribute Set for Query Parameter 'includefields' of QIDO-RS and WADO-RS Metadata or by Query Parameter 'comparefield' of DIFF-RS requests."
"dcmBulkDataDescriptor","Bulk Data Descriptor","Specifies Bulk Data Descriptors applied by services providing Metadata of archived instances."
"dcmStorage","Storage Descriptor","Specifies Storage System"
"dcmQueryRetrieveView","Query Retrieve View","Specifies behavior on Rejection Note Stored"
"dcmQueue","Queue","Managed JMS Queue"
"dcmMetrics","Metrics","Activated Metrics"
"dcmPDQService","PDQ Service Descriptor","PDQ Service Descriptor"
"dcmExporter","Exporter Descriptor","Exporter Descriptor"
"dcmExportRule","Export Rule","Export Rules applied to DICOM objects received by any AE. May be supplemented by configured Export Rules for particular Archive Network AEs."
"dcmExportPriorsRule","Export Priors Rule","Export Priors Rules applied to DICOM objects received by any AE. May be supplemented by configured Export Priors Rules for particular Archive Network AEs."
"dcmRSForwardRule","RESTful Forward Rule","RESTful Forward Rules. May be supplemented by configured RESTful Forward Rules for particular Archive Network AEs."
"dcmKeycloakServer","Keycloak Server","Keycloak Server"
"dcmArchiveCompressionRule","Compression rule","Compression rules applied to DICOM objects received by any AE. May be supplemented by configured Compression Rules for particular Archive Network AEs."
"dcmArchiveAttributeCoercion","Attribute Coercion","Attribute Coercion applied to DIMSE received/sent by any AE. May be supplemented by configured Attribute Coercions for particular Archive Network AEs."
"dcmRejectionNote","Rejection Note","Specifies behavior on Rejection Note Stored"
"dcmStudyRetentionPolicy","Study Retention Policy","Study Retention Policies applied to Studies received by any AE. May be supplemented by configured Study Retention Policies for particular Archive Network AEs."
"dcmStoreAccessControlIDRule","Store Access Control Rules","Store Access Control Rules applied to Studies received by any AE. May be supplemented by configured Store Access Control Rules for particular Archive Network AEs."
"dcmUPSOnStore","UPS on Store Rules","UPS on Store Rules applied to DICOM objects received by any AE. May be supplemented by configured UPS on Store Rules for particular Archive Network AEs."
"hl7UPSOnHL7","UPS on HL7 Rules","UPS on HL7 Rules applied to HL7 messages received by any HL7 Application. May be supplemented by configured UPS on HL7 Rules for particular HL7 Applications."
"dcmUPSProcessingRule","UPS Processing Rules","UPS Processing Rules."
"dcmIDGenerator","ID Generator","ID Generator"
"dcmMWLIdleTimeout","MWL Idle Timeout","MWL Idle Timeout"
"hl7ForwardRule","HL7 Forward Rule","HL7 Forward Rules for HL7 messages received by any HL7 Application. May be supplemented by configured HL7 Forward Rules for particular HL7 Applications."
"hl7ExportRule","HL7 Export Rule","Export Rules applied to HL7 messages received by any HL7 Application. May be supplemented by configured HL7 Export Rules for particular HL7 Application."
"hl7PrefetchRule","HL7 Prefetch Rule","HL7 Prefetch Rules applied to HL7 messages received by any HL7 Application. May be supplemented by configured HL7 Prefetch Rules for particular HL7 Application."
"hl7StudyRetentionPolicy","HL7 Study Retention Policy","HL7 Study Retention Policies triggered by HL7 messages received by any HL7 Application. May be supplemented by configured Study Retention Policies for particular HL7 Applications."
"hl7OrderScheduledStation","Scheduled Station for HL7 Order","Scheduled Station selected on MWL HL7 Order Feed received by any HL7 Application. May be supplemented by configured values for particular HL7 Applications."
"hl7OrderSPSStatus","SPS Status for HL7 Order","Specifies SPS Status of DICOM MWL items created/updated on received HL7 ORM^O01, OMI^O23, OMG^O19 messages. May be overwritten by configured values for particular Archive HL7 Application."
"dcmXRoadProperty","X-Road Property","Properties for accessing Estonian National Patient Registry in format <name>=<value>"
"dcmImpaxReportProperty","Impax Report Property","Properties for accessing Agfa Impax Report Service in format <name>=<value>"
